aId	sId	orig	cent	au	title	incipit	irreg	nbLin	nbLg	lnNbr	lnTxt	met	rhys	rw	r1	r2	r3	r4	enj	ent
003t	s003t_0071	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA I	¡Reina de la hermosura! Cuando yo era aún niño,	1	17	5	8	más luciente que estrella, más fragante que flor.	1 3 6 8 10 13	ABABCDCDEEFGGFHGH	flor					0	
003t	s003t_0071	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA I	¡Reina de la hermosura! Cuando yo era aún niño,	1	17	5	9	Buscando me vio el día, me halló la noche en sierras,	2 5 6 8 10 12	ABABCDCDEEFGGFHGH	sierras					0	
003t	s003t_0071	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA I	¡Reina de la hermosura! Cuando yo era aún niño,	1	17	5	10	pero mi ensueño azul no floreció en mis tierras,	4 6 7 10 12	ABABCDCDEEFGGFHGH	tierras					0	
003t	s003t_0071	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA I	¡Reina de la hermosura! Cuando yo era aún niño,	1	17	5	11	hasta que, navegando en el florido abril,	6 10 12	ABABCDCDEEFGGFHGH	abril					0	
003t	s003t_0071	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA I	¡Reina de la hermosura! Cuando yo era aún niño,	1	17	5	12	yo te entreví dormida en un rayo de luna.	1 4 6 8 9 12	ABABCDCDEEFGGFHGH	luna					0	
003t	s003t_0071	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA I	¡Reina de la hermosura! Cuando yo era aún niño,	1	17	5	13	¡Hermosa eres, Cecilia! ¡Bendita sea tu cuna,	2 3 6 9 11 13	ABABCDCDEEFGGFHGH	cuna					0	
003t	s003t_0071	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA I	¡Reina de la hermosura! Cuando yo era aún niño,	1	17	5	14	y bendita tu madre y tu tierra gentil!	3 6 9 12	ABABCDCDEEFGGFHGH	gentil					0	
003t	s003t_0071	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA I	¡Reina de la hermosura! Cuando yo era aún niño,	1	17	5	15	¡Y es que en toda Cebú,	1 3 6	ABABCDCDEEFGGFHGH	Cebú					0	
003t	s003t_0071	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA I	¡Reina de la hermosura! Cuando yo era aún niño,	1	17	5	16	vergel maravilloso de sol y de fortuna,	2 6 9 13	ABABCDCDEEFGGFHGH	fortuna					0	
003t	s003t_0071	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA I	¡Reina de la hermosura! Cuando yo era aún niño,	1	17	5	17	Dios no creó una rosa tan linda como tú!	1 2 3 4 6 9 13	ABABCDCDEEFGGFHGH	tú					0	
003t	s003t_0072	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA II	Porque tú eres Cebú. En la sonrisa varia	0	14	4	1	Porque tú eres Cebú. En la sonrisa varia	3 6 9 11	ABAB CDCD EEF FFF	varia	ABAB	CDCD	EEF	FFF	1	cc_crossclause
003t	s003t_0072	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA II	Porque tú eres Cebú. En la sonrisa varia	0	14	4	2	que repartes mostrando la hilera de tus dientes,	3 6 9 13	ABAB CDCD EEF FFF	dientes	ABAB	CDCD	EEF	FFF	0	
003t	s003t_0072	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA II	Porque tú eres Cebú. En la sonrisa varia	0	14	4	3	pareces esta dulce ciudad hospitalaria	2 4 6 9 13	ABAB CDCD EEF FFF	hospitalaria	ABAB	CDCD	EEF	FFF	1	cc_crossclause
003t	s003t_0072	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA II	Porque tú eres Cebú. En la sonrisa varia	0	14	4	4	que, con miel en los labios, va llamando a las gentes.	3 6 8 10 13	ABAB CDCD EEF FFF	gentes	ABAB	CDCD	EEF	FFF	0	
003t	s003t_0072	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA II	Porque tú eres Cebú. En la sonrisa varia	0	14	4	5	Y así como cuando andas se aroman los senderos,	2 6 9 13	ABAB CDCD EEF FFF	senderos	ABAB	CDCD	EEF	FFF	0	
003t	s003t_0072	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA II	Porque tú eres Cebú. En la sonrisa varia	0	14	4	6	el alma de tu tierra perfuma voluntades;	2 6 9 13	ABAB CDCD EEF FFF	voluntades	ABAB	CDCD	EEF	FFF	0	
003t	s003t_0072	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA II	Porque tú eres Cebú. En la sonrisa varia	0	14	4	7	y si cuando tú miras, enciendes los luceros,	5 6 9 13	ABAB CDCD EEF FFF	luceros	ABAB	CDCD	EEF	FFF	0	
003t	s003t_0072	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA II	Porque tú eres Cebú. En la sonrisa varia	0	14	4	8	esta ciudad es luz que alumbra otras ciudades.	1 4 5 6 8 9 12	ABAB CDCD EEF FFF	ciudades	ABAB	CDCD	EEF	FFF	0	
003t	s003t_0072	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA II	Porque tú eres Cebú. En la sonrisa varia	0	14	4	9	¡Dios guarde esa sonrisa, Princesa encantadora;	1 2 3 6 9 13	ABAB CDCD EEF FFF	encantadora	ABAB	CDCD	EEF	FFF	0	
003t	s003t_0072	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA II	Porque tú eres Cebú. En la sonrisa varia	0	14	4	10	Dios guarde esa mirada, que es el alba que llora,	1 2 3 6 8 10 13	ABAB CDCD EEF FFF	llora	ABAB	CDCD	EEF	FFF	0	
003t	s003t_0072	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA II	Porque tú eres Cebú. En la sonrisa varia	0	14	4	11	de cuyo encanto va toda poesía en pos!	4 6 7 10 12	ABAB CDCD EEF FFF	pos	ABAB	CDCD	EEF	FFF	0	
003t	s003t_0072	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA II	Porque tú eres Cebú. En la sonrisa varia	0	14	4	12	Sé reina eternamente. ¡Loados sean tus fallos,	1 2 4 6 8 10 12	ABAB CDCD EEF FFF	fallos	ABAB	CDCD	EEF	FFF	0	
003t	s003t_0072	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA II	Porque tú eres Cebú. En la sonrisa varia	0	14	4	13	porque tienes, señora, los mejores vasallos	3 6 10 13	ABAB CDCD EEF FFF	vasallos	ABAB	CDCD	EEF	FFF	0	
003t	s003t_0072	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA II	Porque tú eres Cebú. En la sonrisa varia	0	14	4	14	los que saben morir por su Reina y su Dios!	3 6 9 12	ABAB CDCD EEF FFF	Dios	ABAB	CDCD	EEF	FFF	0	
003t	s003t_0073	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA III	¡Cebuanos! De rodillas para decir su nombre,	0	14	4	1	¡Cebuanos! De rodillas para decir su nombre,	2 6 11 13	ABAB CDCD EEF GGF	nombre	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0073	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA III	¡Cebuanos! De rodillas para decir su nombre,	0	14	4	2	que es música y arrullo y llama de pasión:	1 2 5 7 11	ABAB CDCD EEF GGF	pasión	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0073	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA III	¡Cebuanos! De rodillas para decir su nombre,	0	14	4	3	sea un altar Cecilia en donde rece el hombre,	1 2 4 6 10 12	ABAB CDCD EEF GGF	hombre	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0073	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA III	¡Cebuanos! De rodillas para decir su nombre,	0	14	4	4	poniendo de incensario cada uno el corazón.	2 6 8 9 13	ABAB CDCD EEF GGF	corazón	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0073	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA III	¡Cebuanos! De rodillas para decir su nombre,	0	14	4	5	¡Emperatriz! Tu imperio no morirá en la historia,	4 6 8 11 13	ABAB CDCD EEF GGF	historia	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0073	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA III	¡Cebuanos! De rodillas para decir su nombre,	0	14	4	6	porque no está teñido en sangre ni dolor;	3 4 6 8 12	ABAB CDCD EEF GGF	dolor	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0073	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA III	¡Cebuanos! De rodillas para decir su nombre,	0	14	4	7	porque el amor de un pueblo fué escala de tu gloria,	4 5 6 8 9 13	ABAB CDCD EEF GGF	gloria	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0073	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA III	¡Cebuanos! De rodillas para decir su nombre,	0	14	4	8	y es tu mayor castigo tu mirada de amor.	1 4 6 10 13	ABAB CDCD EEF GGF	amor	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0073	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA III	¡Cebuanos! De rodillas para decir su nombre,	0	14	4	9	Mañana, cuando el barco me torne hacia mis lares,	2 6 9 13	ABAB CDCD EEF GGF	lares	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0073	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA III	¡Cebuanos! De rodillas para decir su nombre,	0	14	4	10	no guardaré la perla robada de los mares	1 4 6 9 13	ABAB CDCD EEF GGF	mares	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0073	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA III	¡Cebuanos! De rodillas para decir su nombre,	0	14	4	11	sino el lunar gracioso que en tu semblante es.	4 6 11 12	ABAB CDCD EEF GGF	es	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0073	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA III	¡Cebuanos! De rodillas para decir su nombre,	0	14	4	12	Y ya nadie me pida una trova ligera;	2 3 6 7 9 12	ABAB CDCD EEF GGF	ligera	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0073	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA III	¡Cebuanos! De rodillas para decir su nombre,	0	14	4	13	¡porque he dejado el alma en Cebú prisionera,	2 4 6 9 12	ABAB CDCD EEF GGF	prisionera	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0073	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA III	¡Cebuanos! De rodillas para decir su nombre,	0	14	4	14	y el arpa de mis versos colgada ante tus pies!	2 6 9 13	ABAB CDCD EEF GGF	pies	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0074	fil	20	Bernabé, Manuel	ELOGIOS A RECTO I	Claro, tú hicistes un telar de estrellas	0	14	4	1	Claro, tú hicistes un telar de estrellas	1 3 4 6 8 10	ABBA ABBA CCD EED	estrellas	ABBA	ABBA	CCD	EED	0	
003t	s003t_0074	fil	20	Bernabé, Manuel	ELOGIOS A RECTO I	Claro, tú hicistes un telar de estrellas	0	14	4	2	manojo de fulgencias y armonías;	2 6 10	ABBA ABBA CCD EED	armonías	ABBA	ABBA	CCD	EED	0	
003t	s003t_0074	fil	20	Bernabé, Manuel	ELOGIOS A RECTO I	Claro, tú hicistes un telar de estrellas	0	14	4	3	a la luz del gran Símbolo, me herías	3 5 6 10	ABBA ABBA CCD EED	herías	ABBA	ABBA	CCD	EED	1	ex_subj_verb
003t	s003t_0074	fil	20	Bernabé, Manuel	ELOGIOS A RECTO I	Claro, tú hicistes un telar de estrellas	0	14	4	4	la vista, joven para cosas bellas.	2 4 8 10	ABBA ABBA CCD EED	bellas	ABBA	ABBA	CCD	EED	0	
003t	s003t_0074	fil	20	Bernabé, Manuel	ELOGIOS A RECTO I	Claro, tú hicistes un telar de estrellas	0	14	4	5	"Tienes la llave del secreto de ""ellas"""	1 4 8 10	ABBA ABBA CCD EED	ellas	ABBA	ABBA	CCD	EED	0	
003t	s003t_0074	fil	20	Bernabé, Manuel	ELOGIOS A RECTO I	Claro, tú hicistes un telar de estrellas	0	14	4	6	y de ellos, oh aplaudidas tiranías!	2 7 11	ABBA ABBA CCD EED	tiranías	ABBA	ABBA	CCD	EED	0	
003t	s003t_0074	fil	20	Bernabé, Manuel	ELOGIOS A RECTO I	Claro, tú hicistes un telar de estrellas	0	14	4	7	Marina, rosa y luz de las falsías;	2 4 6 10	ABBA ABBA CCD EED	falsías	ABBA	ABBA	CCD	EED	0	
003t	s003t_0074	fil	20	Bernabé, Manuel	ELOGIOS A RECTO I	Claro, tú hicistes un telar de estrellas	0	14	4	8	Gabriela, la de místicas querellas.	2 6 10	ABBA ABBA CCD EED	querellas	ABBA	ABBA	CCD	EED	0	
003t	s003t_0074	fil	20	Bernabé, Manuel	ELOGIOS A RECTO I	Claro, tú hicistes un telar de estrellas	0	14	4	9	Pues, ¿qué fémina habrá, qué amor de hermosa	2 3 6 7 8 10	ABBA ABBA CCD EED	hermosa	ABBA	ABBA	CCD	EED	1	pb_adj_adv
003t	s003t_0074	fil	20	Bernabé, Manuel	ELOGIOS A RECTO I	Claro, tú hicistes un telar de estrellas	0	14	4	10	no duerme en los recintos de tu prosa,	1 2 6 10	ABBA ABBA CCD EED	prosa	ABBA	ABBA	CCD	EED	0	
003t	s003t_0074	fil	20	Bernabé, Manuel	ELOGIOS A RECTO I	Claro, tú hicistes un telar de estrellas	0	14	4	11	como un muñeco de la infancia ausente?	2 4 8 10	ABBA ABBA CCD EED	ausente	ABBA	ABBA	CCD	EED	0	
003t	s003t_0074	fil	20	Bernabé, Manuel	ELOGIOS A RECTO I	Claro, tú hicistes un telar de estrellas	0	14	4	12	Aquel muñeco que alocó dos almas,	2 4 8 9 10	ABBA ABBA CCD EED	almas	ABBA	ABBA	CCD	EED	0	
003t	s003t_0074	fil	20	Bernabé, Manuel	ELOGIOS A RECTO I	Claro, tú hicistes un telar de estrellas	0	14	4	13	que el pueblo devoró batiendo palmas	2 6 8 10	ABBA ABBA CCD EED	palmas	ABBA	ABBA	CCD	EED	0	
003t	s003t_0074	fil	20	Bernabé, Manuel	ELOGIOS A RECTO I	Claro, tú hicistes un telar de estrellas	0	14	4	14	y puso el haz de lauros en tu frente.	2 4 6 10	ABBA ABBA CCD EED	frente	ABBA	ABBA	CCD	EED	0	
003t	s003t_0075	fil	20	Bernabé, Manuel	ELOGIOS A RECTO II	Y pues diste en la clave, el misterio	0	14	4	1	Y pues diste en la clave, el misterio	3 6 9	ABBA ABBA CCD EED	misterio	ABBA	ABBA	CCD	EED	1	ex_subj_verb
003t	s003t_0075	fil	20	Bernabé, Manuel	ELOGIOS A RECTO II	Y pues diste en la clave, el misterio	0	14	4	2	quedó hecho flor en descarnada hoja,	2 4 8 9	ABBA ABBA CCD EED	hoja	ABBA	ABBA	CCD	EED	0	
003t	s003t_0075	fil	20	Bernabé, Manuel	ELOGIOS A RECTO II	Y pues diste en la clave, el misterio	0	14	4	3	yo vi errar como un ave la congoja	1 2 3 5 6 10	ABBA ABBA CCD EED	congoja	ABBA	ABBA	CCD	EED	0	
003t	s003t_0075	fil	20	Bernabé, Manuel	ELOGIOS A RECTO II	Y pues diste en la clave, el misterio	0	14	4	4	en ciertos allegados de tu imperio.	2 6 10	ABBA ABBA CCD EED	imperio	ABBA	ABBA	CCD	EED	0	
003t	s003t_0075	fil	20	Bernabé, Manuel	ELOGIOS A RECTO II	Y pues diste en la clave, el misterio	0	14	4	5	Tú imaginaste bálsamo y cauterio	1 4 6 10	ABBA ABBA CCD EED	cauterio	ABBA	ABBA	CCD	EED	1	pb_noun_prep
003t	s003t_0075	fil	20	Bernabé, Manuel	ELOGIOS A RECTO II	Y pues diste en la clave, el misterio	0	14	4	6	de redención sobre la mancha roja;	4 8 10	ABBA ABBA CCD EED	roja	ABBA	ABBA	CCD	EED	0	
003t	s003t_0075	fil	20	Bernabé, Manuel	ELOGIOS A RECTO II	Y pues diste en la clave, el misterio	0	14	4	7	pero la piel que se quemó se enoja	4 8 10	ABBA ABBA CCD EED	enoja	ABBA	ABBA	CCD	EED	0	
003t	s003t_0075	fil	20	Bernabé, Manuel	ELOGIOS A RECTO II	Y pues diste en la clave, el misterio	0	14	4	8	y da en improvisar un magisterio.	2 6 7 10	ABBA ABBA CCD EED	magisterio	ABBA	ABBA	CCD	EED	0	
003t	s003t_0075	fil	20	Bernabé, Manuel	ELOGIOS A RECTO II	Y pues diste en la clave, el misterio	0	14	4	9	Solo en las sombras es la trama eterna	1 4 6 8 10	ABBA ABBA CCD EED	eterna	ABBA	ABBA	CCD	EED	1	pb_noun_prep
003t	s003t_0075	fil	20	Bernabé, Manuel	ELOGIOS A RECTO II	Y pues diste en la clave, el misterio	0	14	4	10	del cañamazo de la vida hodierna,	4 8 10	ABBA ABBA CCD EED	hodierna	ABBA	ABBA	CCD	EED	0	
003t	s003t_0075	fil	20	Bernabé, Manuel	ELOGIOS A RECTO II	Y pues diste en la clave, el misterio	0	14	4	11	hiel de modernidad, verbo de lidia...	1 6 7 10	ABBA ABBA CCD EED	lidia	ABBA	ABBA	CCD	EED	0	
003t	s003t_0075	fil	20	Bernabé, Manuel	ELOGIOS A RECTO II	Y pues diste en la clave, el misterio	0	14	4	12	¿ Qué culpa tienes tú de que la fiera	1 2 4 6 10	ABBA ABBA CCD EED	fiera	ABBA	ABBA	CCD	EED	1	ex_subj_verb
003t	s003t_0075	fil	20	Bernabé, Manuel	ELOGIOS A RECTO II	Y pues diste en la clave, el misterio	0	14	4	13	aulle en derredor, si en tu carrera	1 5 9	ABBA ABBA CCD EED	carrera	ABBA	ABBA	CCD	EED	0	
003t	s003t_0075	fil	20	Bernabé, Manuel	ELOGIOS A RECTO II	Y pues diste en la clave, el misterio	0	14	4	14	tienes por gala fatigar la Envidia?	1 4 8 10	ABBA ABBA CCD EED	Envidia	ABBA	ABBA	CCD	EED	0	
003t	s003t_0076	fil	20	Bernabé, Manuel	MI ADIÓS A ILOILO	Antes de abandonarte, ciudad maravillosa,	0	14	4	1	Antes de abandonarte, ciudad maravillosa,	1 6 9 13	ABAB ABAB CCD EED	maravillosa	ABAB	ABAB	CCD	EED	0	
003t	s003t_0076	fil	20	Bernabé, Manuel	MI ADIÓS A ILOILO	Antes de abandonarte, ciudad maravillosa,	0	14	4	2	que ungiste de alegrías mi peregrinación,	2 6 12	ABAB ABAB CCD EED	peregrinación	ABAB	ABAB	CCD	EED	0	
003t	s003t_0076	fil	20	Bernabé, Manuel	MI ADIÓS A ILOILO	Antes de abandonarte, ciudad maravillosa,	0	14	4	3	quiero dejar prendida en tu escudo una rosa,	1 4 6 9 10 12	ABAB ABAB CCD EED	rosa	ABAB	ABAB	CCD	EED	0	
003t	s003t_0076	fil	20	Bernabé, Manuel	MI ADIÓS A ILOILO	Antes de abandonarte, ciudad maravillosa,	0	14	4	4	que yo he santificado ante el altar de Otón.	2 6 10 12	ABAB ABAB CCD EED	Otón	ABAB	ABAB	CCD	EED	0	
003t	s003t_0076	fil	20	Bernabé, Manuel	MI ADIÓS A ILOILO	Antes de abandonarte, ciudad maravillosa,	0	14	4	5	La nave lleva al bardo. Pero en la silenciosa	2 4 6 13	ABAB ABAB CCD EED	silenciosa	ABAB	ABAB	CCD	EED	1	pb_adj_noun
003t	s003t_0076	fil	20	Bernabé, Manuel	MI ADIÓS A ILOILO	Antes de abandonarte, ciudad maravillosa,	0	14	4	6	lágrima que yo vierto, queda mi corazón;	1 5 6 8 13	ABAB ABAB CCD EED	corazón	ABAB	ABAB	CCD	EED	0	
003t	s003t_0076	fil	20	Bernabé, Manuel	MI ADIÓS A ILOILO	Antes de abandonarte, ciudad maravillosa,	0	14	4	7	y el noble ilongo amigo, como la ilonga hermosa,	2 4 6 11 13	ABAB ABAB CCD EED	hermosa	ABAB	ABAB	CCD	EED	0	
003t	s003t_0076	fil	20	Bernabé, Manuel	MI ADIÓS A ILOILO	Antes de abandonarte, ciudad maravillosa,	0	14	4	8	vivirán por los siglos dentro de mi canción.	3 6 8 13	ABAB ABAB CCD EED	canción	ABAB	ABAB	CCD	EED	0	
003t	s003t_0076	fil	20	Bernabé, Manuel	MI ADIÓS A ILOILO	Antes de abandonarte, ciudad maravillosa,	0	14	4	9	"Más alto que el ""kanuyos"" cerniéndose en los montes"	1 2 6 9 13	ABAB ABAB CCD EED	montes	ABAB	ABAB	CCD	EED	1	ex_dobj_verb
003t	s003t_0076	fil	20	Bernabé, Manuel	MI ADIÓS A ILOILO	Antes de abandonarte, ciudad maravillosa,	0	14	4	10	mi alma tenderá el vuelo a extraños horizontes,	1 5 6 8 12	ABAB ABAB CCD EED	horizontes	ABAB	ABAB	CCD	EED	0	
003t	s003t_0076	fil	20	Bernabé, Manuel	MI ADIÓS A ILOILO	Antes de abandonarte, ciudad maravillosa,	0	14	4	11	cantando de los pueblos el himno redentor;	2 6 9 13	ABAB ABAB CCD EED	redentor	ABAB	ABAB	CCD	EED	0	
003t	s003t_0076	fil	20	Bernabé, Manuel	MI ADIÓS A ILOILO	Antes de abandonarte, ciudad maravillosa,	0	14	4	12	Pero, así bramen vientos y se refosquen cielos,	3 4 6 11 13	ABAB ABAB CCD EED	cielos	ABAB	ABAB	CCD	EED	0	
003t	s003t_0076	fil	20	Bernabé, Manuel	MI ADIÓS A ILOILO	Antes de abandonarte, ciudad maravillosa,	0	14	4	13	hacia estas islas sacras retornará sus vuelos,	2 4 6 11 13	ABAB ABAB CCD EED	vuelos	ABAB	ABAB	CCD	EED	0	
003t	s003t_0076	fil	20	Bernabé, Manuel	MI ADIÓS A ILOILO	Antes de abandonarte, ciudad maravillosa,	0	14	4	14	¡como el ave que vuelve a su nidal de amor!	3 6 10 12	ABAB ABAB CCD EED	amor	ABAB	ABAB	CCD	EED	0	
003t	s003t_0077	fil	20	Bernabé, Manuel	APOTESIS	Ya estás durmiendo en el solar, señora,	0	14	4	1	Ya estás durmiendo en el solar, señora,	1 2 4 8 10	ABBA ABBA CCD EED	señora	ABBA	ABBA	CCD	EED	0	
003t	s003t_0077	fil	20	Bernabé, Manuel	APOTESIS	Ya estás durmiendo en el solar, señora,	0	14	4	2	que soñaste en la eterna despedida,	3 6 10	ABBA ABBA CCD EED	despedida	ABBA	ABBA	CCD	EED	0	
003t	s003t_0077	fil	20	Bernabé, Manuel	APOTESIS	Ya estás durmiendo en el solar, señora,	0	14	4	3	y ya en tu esposo se labró la herida...	2 4 8 10	ABBA ABBA CCD EED	herida	ABBA	ABBA	CCD	EED	0	
003t	s003t_0077	fil	20	Bernabé, Manuel	APOTESIS	Ya estás durmiendo en el solar, señora,	0	14	4	4	¡oh, triunfos de la Triste Segadora!	2 6 10	ABBA ABBA CCD EED	Segadora	ABBA	ABBA	CCD	EED	0	
003t	s003t_0077	fil	20	Bernabé, Manuel	APOTESIS	Ya estás durmiendo en el solar, señora,	0	14	4	5	Ya la Nación su desventura llora;	1 4 8 10	ABBA ABBA CCD EED	llora	ABBA	ABBA	CCD	EED	0	
003t	s003t_0077	fil	20	Bernabé, Manuel	APOTESIS	Ya estás durmiendo en el solar, señora,	0	14	4	6	Cebú te abre su entraña estremecida,	2 3 6 10	ABBA ABBA CCD EED	estremecida	ABBA	ABBA	CCD	EED	0	
003t	s003t_0077	fil	20	Bernabé, Manuel	APOTESIS	Ya estás durmiendo en el solar, señora,	0	14	4	7	y he aquí a los diez amores de tu vida,	1 2 4 6 10	ABBA ABBA CCD EED	vida	ABBA	ABBA	CCD	EED	0	
003t	s003t_0077	fil	20	Bernabé, Manuel	APOTESIS	Ya estás durmiendo en el solar, señora,	0	14	4	8	que te buscan aurora tras aurora.	3 6 10	ABBA ABBA CCD EED	aurora	ABBA	ABBA	CCD	EED	0	
003t	s003t_0077	fil	20	Bernabé, Manuel	APOTESIS	Ya estás durmiendo en el solar, señora,	0	14	4	9	Como una llama a otras cien alienta,	2 4 5 7 9	ABBA ABBA CCD EED	alienta	ABBA	ABBA	CCD	EED	0	
003t	s003t_0077	fil	20	Bernabé, Manuel	APOTESIS	Ya estás durmiendo en el solar, señora,	0	14	4	10	sin que el caudal origen se resienta,	4 6 10	ABBA ABBA CCD EED	resienta	ABBA	ABBA	CCD	EED	0	
003t	s003t_0077	fil	20	Bernabé, Manuel	APOTESIS	Ya estás durmiendo en el solar, señora,	0	14	4	11	tú derramaste tus preclaros dones.	1 4 8 10	ABBA ABBA CCD EED	dones	ABBA	ABBA	CCD	EED	0	
003t	s003t_0077	fil	20	Bernabé, Manuel	APOTESIS	Ya estás durmiendo en el solar, señora,	0	14	4	12	Sí, esposa del Caudillo, honras mi Historia,	1 2 6 7 10	ABBA ABBA CCD EED	Historia	ABBA	ABBA	CCD	EED	0	
003t	s003t_0077	fil	20	Bernabé, Manuel	APOTESIS	Ya estás durmiendo en el solar, señora,	0	14	4	13	como mujer, al fin, portas en gloria	4 6 7 10	ABBA ABBA CCD EED	gloria	ABBA	ABBA	CCD	EED	1	pb_noun_prep
003t	s003t_0077	fil	20	Bernabé, Manuel	APOTESIS	Ya estás durmiendo en el solar, señora,	0	14	4	14	a la Mujer de todas las Naciones.	4 6 10	ABBA ABBA CCD EED	Naciones	ABBA	ABBA	CCD	EED	0	
003t	s003t_0078	fil	20	Bernabé, Manuel	PRELUDIO	Abriste tu ventana de oro-rosa,	0	14	4	1	Abriste tu ventana de oro-rosa,	2 6 8 10	ABBA ABBA CCD EED	oro	ABBA	ABBA	CCD	EED	0	
003t	s003t_0078	fil	20	Bernabé, Manuel	PRELUDIO	Abriste tu ventana de oro-rosa,	0	14	4	2	y el Sol por dentro disparó sus dardos;	2 4 8 10	ABBA ABBA CCD EED	dardos	ABBA	ABBA	CCD	EED	0	
003t	s003t_0078	fil	20	Bernabé, Manuel	PRELUDIO	Abriste tu ventana de oro-rosa,	0	14	4	3	el ambiente sutil olía a nardos,	3 6 8 10	ABBA ABBA CCD EED	nardos	ABBA	ABBA	CCD	EED	0	
003t	s003t_0078	fil	20	Bernabé, Manuel	PRELUDIO	Abriste tu ventana de oro-rosa,	0	14	4	4	—evocación de una mujer hermosa.—	4 5 8 10	ABBA ABBA CCD EED	hermosa	ABBA	ABBA	CCD	EED	0	
003t	s003t_0078	fil	20	Bernabé, Manuel	PRELUDIO	Abriste tu ventana de oro-rosa,	0	14	4	5	—¡Oh vida provinciana deleitosa,	2 6 10	ABBA ABBA CCD EED	deleitosa	ABBA	ABBA	CCD	EED	0	
003t	s003t_0078	fil	20	Bernabé, Manuel	PRELUDIO	Abriste tu ventana de oro-rosa,	0	14	4	6	que aman los mozos que a la vez son bardos!	1 4 8 9 10	ABBA ABBA CCD EED	bardos	ABBA	ABBA	CCD	EED	0	
003t	s003t_0078	fil	20	Bernabé, Manuel	PRELUDIO	Abriste tu ventana de oro-rosa,	0	14	4	7	¡ Cómo en tu paz soñaran Abelardos	1 4 6 10	ABBA ABBA CCD EED	Abelardos	ABBA	ABBA	CCD	EED	0	
003t	s003t_0078	fil	20	Bernabé, Manuel	PRELUDIO	Abriste tu ventana de oro-rosa,	0	14	4	8	en el regazo ebúrneo de la Esposa!	4 6 10	ABBA ABBA CCD EED	Esposa	ABBA	ABBA	CCD	EED	0	
003t	s003t_0078	fil	20	Bernabé, Manuel	PRELUDIO	Abriste tu ventana de oro-rosa,	0	14	4	9	Poeta: en tu canción de primavera	2 6 10	ABBA ABBA CCD EED	primavera	ABBA	ABBA	CCD	EED	0	
003t	s003t_0078	fil	20	Bernabé, Manuel	PRELUDIO	Abriste tu ventana de oro-rosa,	0	14	4	10	aletea una brisa mañanera,	3 4 6 10	ABBA ABBA CCD EED	mañanera	ABBA	ABBA	CCD	EED	0	
